City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
333,Coquimbo,CL,-29.9533,-71.3436,62.33,59,0,13.8,clear sky
334,Scarborough,GB,54.2797,-0.4044,55.51,81,0,3.0,clear sky
335,Batagay-Alyta,RU,67.8006,130.4114,16.47,89,34,2.37,scattered clouds
336,Marienburg,PL,54.0359,19.0266,63.95,63,86,15.01,overcast clouds
337,Vanimo,PG,-2.6741,141.3028,76.1,86,95,3.2,overcast clouds
338,Strelka,RU,58.0728,93.0344,28.22,92,77,2.44,broken clouds
339,Hasaki,JP,35.7333,140.8333,64.29,81,0,8.66,clear sky
340,Tocache,PE,-8.1842,-76.5125,90.99,49,63,3.2,broken clouds
341,Finnsnes,NO,69.2296,17.9811,54.21,85,100,8.55,overcast clouds
342,Teya,RU,60.3778,92.6267,33.21,98,100,2.68,light snow
343,Honiara,SB,-9.4333,159.95,77.34,89,33,2.91,scattered clouds
344,Duldurga,RU,50.6761,113.5931,34.59,83,100,4.83,overcast clouds
345,Green Valley,US,31.8543,-110.9937,90.43,32,13,1.01,few clouds
346,Salinopolis,BR,-0.6136,-47.3561,83.34,71,100,14.72,overcast clouds
347,Shingu,JP,33.7333,135.9833,72.52,84,89,3.42,overcast clouds
348,Jalu,LY,29.0331,21.5482,75.96,40,0,7.78,clear sky
349,Hay River,CA,60.8156,-115.7999,49.98,43,40,10.36,scattered clouds
350,Rawson,AR,-43.3002,-65.1023,60.71,31,16,13.18,few clouds
351,Trelew,AR,-43.249,-65.3051,63.41,23,17,17.96,few clouds
352,Bandarbeyla,SO,9.4942,50.8122,78.6,86,97,21.5,overcast clouds
353,Sangar,RU,63.9242,127.4739,27.39,84,21,5.7,few clouds
354,Ewa Beach,US,21.3156,-158.0072,80.69,80,40,5.75,light intensity drizzle
355,Salalah,OM,17.0151,54.0924,82.49,83,75,8.05,broken clouds
356,Keningau,MY,5.3378,116.1602,72.05,95,100,1.59,overcast clouds
357,Temba,ZA,-25.3803,28.2631,68.11,12,0,5.84,clear sky
358,Montlucon,FR,46.3333,2.6,52.7,95,100,1.01,overcast clouds
359,Mendi,PG,-6.1761,143.6513,51.6,97,40,3.36,scattered clouds
360,Cervo,ES,43.6702,-7.4101,58.96,76,24,11.01,few clouds
361,Bowen,AU,-20.0167,148.2333,71.82,93,16,6.04,few clouds
362,Muros,ES,42.7762,-9.0603,62.83,80,21,6.49,few clouds
363,Chemal,RU,51.4111,86.005,35.04,72,100,4.14,overcast clouds
364,Gizo,SB,-8.103,156.8419,81.63,78,12,7.18,few clouds
365,Zanjan,IR,36.6736,48.4787,60.48,58,6,7.29,clear sky
366,Seoul,KR,37.5683,126.9778,71.04,77,75,8.05,broken clouds
367,Lakes Entrance,AU,-37.8811,147.981,59.58,90,100,3.31,overcast clouds
368,Harnosand,SE,62.6323,17.9379,51.82,91,100,29.91,light rain
369,Marsabit,KE,2.3284,37.9899,74.1,44,100,17.18,overcast clouds
370,Ocampo,MX,21.65,-101.5,65.95,65,100,11.25,overcast clouds
371,Khatanga,RU,71.9667,102.5,17.55,94,98,10.83,overcast clouds
372,Esperance,AU,-33.8667,121.9,42.64,70,72,9.42,broken clouds
373,Takoradi,GH,4.8845,-1.7554,78.1,88,100,9.08,overcast clouds
374,Dossor,KZ,47.5272,52.9811,52.2,49,100,8.55,overcast clouds
375,Ambulu,ID,-8.345,113.6058,74.73,88,71,0.43,broken clouds
376,Hofn,IS,64.2539,-15.2082,47.35,80,100,18.34,overcast clouds
377,Hobyo,SO,5.3505,48.5268,78.94,86,63,20.15,broken clouds
378,Nalut,LY,30.3333,10.85,80.28,27,0,8.66,clear sky
379,Abu Dhabi,AE,24.4667,54.3667,91.42,40,0,9.22,clear sky
380,Grand-Santi,GF,4.25,-54.3833,88.56,55,100,1.97,overcast clouds
381,Sandane,NO,61.7728,6.215,59.22,47,40,6.91,light rain
382,Palatka,US,29.6486,-81.6376,89.98,65,88,5.08,overcast clouds
383,Auki,SB,-8.7676,160.7034,76.28,88,19,3.18,few clouds
384,Harper,LR,4.375,-7.7169,78.42,88,100,7.23,light rain
385,Puerto Escondido,MX,15.85,-97.0667,86.31,69,26,7.83,scattered clouds
386,Skjervoy,NO,70.0311,20.9714,53.6,70,100,20.67,overcast clouds
387,Cercal,PT,37.806,-8.6715,61.74,54,100,13.89,overcast clouds
388,Dicabisagan,PH,17.0818,122.4157,78.06,90,100,4.61,light rain
389,Karaton,ID,-6.3424,106.1045,81.95,88,77,3.04,broken clouds
390,Kavaratti,IN,10.5669,72.642,81.63,79,100,10.67,overcast clouds
391,Laguna,US,38.421,-121.4238,86.23,31,1,4.61,clear sky
392,Mehamn,NO,71.0357,27.8492,51.75,62,20,25.32,few clouds
393,Lata,PT,40.1629,-8.3327,61.81,77,7,4.41,clear sky
394,Boldumsaz,TM,42.1282,59.671,46.45,52,2,9.19,clear sky
395,Clairmont,CA,55.2667,-118.786,49.15,34,20,34.52,few clouds
396,Maniitsoq,GL,65.4167,-52.9,40.1,71,95,3.18,overcast clouds
397,Camacha,PT,33.0833,-16.3333,71.02,83,40,12.66,scattered clouds
398,Saint-Pierre,RE,-21.3393,55.4781,73.08,70,40,2.3,scattered clouds
399,Xining,CN,36.6167,101.7667,38.66,90,100,0.76,overcast clouds
400,Jipijapa,EC,-1.3333,-80.5833,82.51,53,52,7.87,broken clouds
401,De-Kastri,RU,51.4667,140.7833,37.38,73,1,6.02,clear sky
402,Cabedelo,BR,-6.9811,-34.8339,86.67,68,4,14.14,clear sky
403,Yurla,RU,59.3259,54.3223,37.6,64,100,2.95,overcast clouds
404,Yol,IN,32.1667,76.2,71.89,72,0,7.38,clear sky
405,Benicia,US,38.0494,-122.1586,88.21,39,1,5.01,clear sky
406,Barela,IN,23.1,80.05,75.0,89,90,2.48,overcast clouds
407,Qingquan,CN,30.4511,115.2559,78.53,70,0,8.68,clear sky
408,Singaraja,ID,-8.112,115.0882,76.96,82,29,5.46,scattered clouds
409,Mehran,IR,33.1222,46.1646,83.68,12,0,6.17,clear sky
410,Srednekolymsk,RU,67.45,153.6833,23.22,94,95,4.25,overcast clouds
411,Smithers,CA,54.7804,-127.1743,43.12,70,75,11.5,broken clouds
412,Itarema,BR,-2.9248,-39.9167,83.8,67,0,20.36,clear sky
413,Havre,FR,49.5833,0.3333,56.97,77,20,16.11,few clouds
414,Ambon,ID,-3.6954,128.1814,77.14,88,40,9.22,scattered clouds
415,Lashio,MM,22.9333,97.75,66.33,99,98,0.56,light rain
416,Guerrero Negro,MX,27.9769,-114.0611,85.93,39,24,3.38,few clouds
417,Fortuna,US,40.5982,-124.1573,61.72,82,20,8.05,few clouds
418,Bridlington,GB,54.0831,-0.1919,55.89,76,0,16.2,clear sky
419,Inhambane,MZ,-23.865,35.3833,75.18,94,40,0.0,scattered clouds
420,Bell Ville,AR,-32.6259,-62.6887,70.66,17,2,9.19,clear sky
421,Ratzeburg,DE,53.7,10.7667,67.21,70,75,1.01,light rain
422,Cabo San Lucas,MX,22.8909,-109.9124,92.52,62,20,6.91,few clouds
423,Kanniyakumari,IN,8.0833,77.5667,79.99,84,100,11.63,overcast clouds
424,Nambour,AU,-26.6333,152.95,66.85,97,22,1.01,light rain
425,San Lorenzo,PY,-25.3333,-57.5333,74.59,83,90,15.01,overcast clouds
426,Vila Velha,BR,-20.3297,-40.2925,85.95,54,0,14.97,clear sky
427,Espanola,US,35.9911,-106.0806,72.72,35,94,3.47,overcast clouds
428,Guider,CM,9.9342,13.9486,83.71,51,15,0.58,few clouds
429,Zhanakorgan,KZ,43.9098,67.2495,50.07,38,0,9.06,clear sky
430,Lewistown,US,40.5992,-77.5714,82.94,73,20,4.61,few clouds
431,Aykhal,RU,66.0,111.5,26.53,71,100,4.85,overcast clouds
432,Corinto,GR,37.9407,22.9573,69.89,55,78,4.0,broken clouds
433,Xam Nua,LA,20.4197,104.0439,65.37,99,88,2.15,overcast clouds
434,Terrace,CA,54.5163,-128.6035,44.51,87,75,13.8,light rain
435,Neiafu,TO,-18.65,-173.9833,75.88,94,40,11.5,scattered clouds
436,Fairbanks,US,64.8378,-147.7164,34.3,94,90,1.01,mist
437,Hami,CN,42.8,93.45,48.45,33,0,6.17,clear sky
438,Rypefjord,NO,70.6333,23.6667,51.55,66,0,19.57,clear sky
439,Ruidoso,US,33.3317,-105.673,69.04,34,1,9.22,clear sky
440,Oudtshoorn,ZA,-33.5907,22.2014,48.56,77,39,4.34,scattered clouds
441,Pevek,RU,69.7008,170.3133,23.65,91,99,8.37,overcast clouds
442,Sitka,US,57.0531,-135.33,42.69,81,75,5.75,moderate rain
443,Dedovichi,RU,57.5517,29.9502,47.75,83,98,9.01,overcast clouds
444,Ejido,VE,8.5514,-71.2375,76.24,81,96,3.44,overcast clouds
445,Husavik,IS,66.0449,-17.3389,44.51,99,100,17.38,overcast clouds
446,Revda,RU,56.801,59.9303,32.81,83,100,5.08,overcast clouds
447,Altamira,BR,-3.2033,-52.2064,91.49,55,75,6.91,broken clouds
448,Mugur-Aksy,RU,50.35,90.5,9.3,76,32,3.91,scattered clouds
449,Kloulklubed,PW,7.0419,134.2556,83.19,74,97,7.94,overcast clouds
450,Whitehorse,CA,60.7161,-135.0538,37.09,83,90,0.0,light snow
451,Tura,IN,25.5198,90.2201,71.78,98,99,4.03,overcast clouds
452,Banjar,ID,-8.19,114.9675,76.91,89,18,6.53,few clouds
453,Tabou,CI,4.423,-7.3528,78.42,88,100,6.24,overcast clouds
454,Reconquista,AR,-29.15,-59.65,69.84,20,78,16.37,broken clouds
455,Kerema,PG,-7.9631,145.7785,76.41,89,59,2.33,broken clouds
456,Baruun-Urt,MN,46.6806,113.2792,33.15,88,12,3.89,few clouds
457,Klyuchi,RU,52.2667,79.1667,36.72,57,95,5.01,overcast clouds
458,Segrate,IT,45.4942,9.3001,66.49,89,40,3.44,scattered clouds
459,Velsk,RU,61.0701,42.0983,43.29,77,100,2.71,overcast clouds
460,Zhoucheng,CN,35.9122,116.3117,69.69,97,100,5.95,overcast clouds
461,Yanam,IN,16.7333,82.2167,77.09,87,5,2.33,clear sky
462,Pinotepa Nacional,MX,16.3167,-98.0167,89.35,56,18,5.88,few clouds
463,Bilibino,RU,68.0546,166.4372,12.52,97,89,3.51,overcast clouds
464,Nagar Karnul,IN,16.4821,78.3247,75.9,78,2,7.05,clear sky
465,Dunedin,NZ,-45.8742,170.5036,46.87,92,100,12.71,overcast clouds
466,Urucui,BR,-7.2294,-44.5561,97.68,27,6,8.75,clear sky
467,Faya,SA,18.3851,42.4509,66.72,42,100,0.87,overcast clouds
468,Sabang,ID,5.8933,95.3214,81.75,77,96,10.67,overcast clouds
469,Meiganga,CM,6.5167,14.3,66.87,92,100,3.56,overcast clouds
470,Barra Mansa,BR,-22.5442,-44.1714,79.56,75,59,9.98,broken clouds
471,Chalmette,US,29.9427,-89.9634,88.0,67,75,8.01,broken clouds
472,Marabba,SD,12.35,32.1833,84.67,52,100,14.16,overcast clouds
473,Bac Lieu,VN,9.285,105.7244,76.6,91,100,7.7,overcast clouds
474,Yanliang,CN,34.6592,109.2292,61.79,74,94,11.05,overcast clouds
475,Conde,BR,-7.2597,-34.9075,85.46,58,40,13.8,scattered clouds
476,Taoudenni,ML,22.6783,-3.9836,99.7,8,81,10.09,broken clouds
477,Oistins,BB,13.0667,-59.5333,89.69,58,20,23.02,few clouds
478,Cheremukhovo,RU,60.3484,59.9851,31.3,80,100,3.42,overcast clouds
479,Dingle,PH,10.9995,122.6711,75.24,94,100,6.38,overcast clouds
480,Jabinyanah,TN,35.035,10.9081,78.6,68,0,15.55,clear sky
481,Palmer,US,42.1584,-72.3287,74.68,68,90,0.0,overcast clouds
482,Vallecillo,HN,14.5167,-87.4,81.99,54,73,4.94,broken clouds
483,Okhotsk,RU,59.3833,143.3,32.11,72,0,21.74,clear sky
484,Leshukonskoye,RU,64.8989,45.7622,43.2,94,100,4.59,overcast clouds
485,Dakar,SN,14.6937,-17.4441,85.08,72,17,6.58,few clouds
486,Abbotsford,CA,49.058,-122.2526,59.7,83,75,3.0,broken clouds
487,Igrim,RU,63.1906,64.4162,28.92,77,8,4.16,clear sky
488,Teahupoo,PF,-17.8333,-149.2667,75.16,77,21,10.29,few clouds
489,Fort Saint James,CA,54.4333,-124.25,46.85,34,3,13.22,clear sky
490,Kirakira,SB,-10.4544,161.9205,78.55,85,63,2.24,broken clouds
491,Acurenam,GQ,1.0322,10.6488,69.53,98,100,5.1,light rain
492,La Cruz,MX,23.9167,-106.9,87.66,60,94,7.49,overcast clouds
493,Maputo,MZ,-25.9653,32.5892,62.28,86,75,13.0,broken clouds
494,Almora,IN,29.6167,79.6667,60.31,94,0,1.1,clear sky
495,Bahia Blanca,AR,-38.7196,-62.2724,64.36,25,53,11.99,broken clouds
496,Chauk,MM,20.8833,94.8167,77.76,87,13,7.27,few clouds
497,Norman Wells,CA,65.282,-126.8329,35.64,93,90,19.57,mist
498,Muscat,OM,23.6139,58.5922,77.02,77,100,11.5,overcast clouds
499,Deulgaon Raja,IN,20.0167,76.0333,77.14,85,91,3.13,overcast clouds
500,Beloha,MG,-25.1667,45.05,71.94,79,2,1.83,clear sky
501,Katsuura,JP,35.1333,140.3,71.11,79,0,8.52,clear sky
502,Pemangkat,ID,1.1667,108.9667,78.33,82,100,2.84,overcast clouds
503,Maridi,SS,4.9158,29.4742,67.86,96,59,4.16,light rain
504,Waingapu,ID,-9.6567,120.2641,75.29,81,75,5.91,broken clouds
505,Banting,MY,2.8167,101.5,80.74,87,100,1.95,overcast clouds
506,Gamba,GA,-2.65,10.0,76.42,82,100,6.87,overcast clouds
507,Meulaboh,ID,4.1363,96.1285,75.38,86,22,3.85,few clouds
508,Mahon,ES,39.8885,4.2658,75.76,78,75,11.5,broken clouds
509,Darnah,LY,32.767,22.6367,70.05,67,2,18.43,clear sky
510,Tsabong,BW,-26.0217,22.401,58.91,19,0,9.98,clear sky
511,Galveston,US,29.3669,-94.9669,89.71,76,20,1.99,few clouds
512,Lorengau,PG,-2.0226,147.2712,79.07,82,94,3.83,overcast clouds
513,Denpasar,ID,-8.65,115.2167,76.71,88,20,1.14,few clouds
514,Paracuru,BR,-3.41,-39.0306,87.82,67,0,15.84,clear sky
515,Tevaitoa,PF,-16.7833,-151.5,78.31,73,15,11.65,few clouds
516,Brae,GB,60.3964,-1.353,49.91,87,100,34.07,overcast clouds
517,Aquiraz,BR,-3.9014,-38.3911,88.21,58,0,15.14,clear sky
518,Margate,GB,51.3813,1.3862,56.03,77,0,3.0,clear sky
519,Sardarshahr,IN,28.4333,74.4833,87.57,49,0,9.13,clear sky
520,Russell,US,32.3502,-85.1999,81.68,65,75,6.91,broken clouds
521,Picton,AU,-34.1833,150.6,62.49,89,59,2.46,broken clouds
522,Batemans Bay,AU,-35.7167,150.1833,55.9,94,63,3.76,broken clouds
523,Chifeng,CN,42.2683,118.9636,49.5,65,100,6.6,overcast clouds
524,Kysyl-Syr,RU,63.8986,122.7617,27.12,75,100,2.71,overcast clouds
525,Ciudad Guayana,VE,8.3533,-62.6528,87.53,69,99,4.92,overcast clouds
526,Homer,US,59.6425,-151.5483,40.05,67,1,0.0,clear sky
527,Walvis Bay,NA,-22.9575,14.5053,56.35,76,0,4.61,clear sky
528,Bardiyah,LY,31.7561,25.0865,71.51,62,0,11.25,clear sky
529,Nome,US,64.5011,-165.4064,21.27,86,1,0.0,clear sky
530,Maraa,BR,-1.8333,-65.3667,92.84,47,92,1.77,overcast clouds
531,Sinnamary,GF,5.3833,-52.95,85.86,64,35,11.39,scattered clouds
532,Nioaque,BR,-21.1353,-55.83,92.41,38,71,17.34,broken clouds
533,Kabinda,CD,-6.1333,24.4833,69.66,84,100,2.71,overcast clouds
534,Hsinchu,TW,24.8036,120.9686,84.18,65,0,1.99,clear sky
535,Kawalu,ID,-7.3817,108.2082,70.74,94,66,1.57,broken clouds
536,Roebourne,AU,-20.7833,117.1333,69.69,63,0,9.26,clear sky
537,Bartica,GY,6.4,-58.6167,77.32,88,100,3.02,heavy intensity rain
538,Gigmoto,PH,13.7796,124.39,80.62,87,100,12.77,heavy intensity rain
539,Myitkyina,MM,25.3833,97.4,73.31,100,99,0.54,overcast clouds
540,Aizkraukle,LV,56.6048,25.2553,52.9,69,100,10.74,overcast clouds
541,Filingue,NE,14.3521,3.3168,96.8,24,71,3.8,broken clouds
542,Port-Cartier,CA,50.0334,-66.8654,53.82,74,100,3.33,overcast clouds
543,Cap Malheureux,MU,-19.9842,57.6142,72.46,74,3,11.99,light rain
544,Poltava,UA,49.5937,34.5407,46.56,49,0,7.63,clear sky
545,Jinchang,CN,38.4953,102.1739,47.93,54,71,5.21,broken clouds
546,Sohag,EG,26.557,31.6948,79.09,37,0,15.19,clear sky
547,Chara,RU,56.9064,118.2631,28.45,71,39,2.19,scattered clouds
548,Troitsko-Pechorsk,RU,62.7084,56.1964,30.76,81,30,1.86,scattered clouds
549,Mahanoro,MG,-19.9,48.8,70.45,88,23,7.07,few clouds
550,Chapleau,CA,47.8405,-83.4034,57.29,94,90,9.22,overcast clouds
551,Yafran,LY,32.0633,12.5286,71.35,48,0,7.49,clear sky
552,Bafoulabe,ML,13.8065,-10.8321,84.79,57,12,3.0,few clouds
553,Ormara,PK,25.2088,64.6357,81.59,86,6,21.16,clear sky
554,Xichang,CN,27.8964,102.2634,63.14,90,8,1.59,clear sky
555,Mlonggo,ID,-6.5333,110.7,78.51,71,81,10.98,broken clouds
556,Bethlehem,BR,-1.4558,-48.5044,86.04,70,40,11.5,scattered clouds
557,Umm Lajj,SA,25.0213,37.2685,81.81,63,5,10.4,clear sky
558,Punta Alta,AR,-38.8759,-62.0736,62.42,31,33,9.44,scattered clouds
559,Betioky,MG,-23.7167,44.3833,73.44,64,22,2.98,few clouds
560,Birin,NP,26.8865,88.0718,59.47,90,100,5.57,overcast clouds
561,Kota Kinabalu,MY,5.9749,116.0724,75.18,88,20,4.61,few clouds
562,Yantzaza,EC,-3.8278,-78.7594,80.38,74,21,2.93,light rain
563,Marystown,CA,47.1666,-55.1483,59.86,100,24,7.38,few clouds
564,Den Helder,NL,52.9599,4.7593,58.98,67,90,21.0,overcast clouds
565,Gobabis,NA,-22.45,18.9667,62.26,12,0,12.21,clear sky
566,Cordoba,AR,-31.4135,-64.1811,71.42,14,0,3.0,clear sky
567,Anchorage,US,61.2181,-149.9003,35.98,88,1,0.0,clear sky
568,Henties Bay,NA,-22.116,14.2845,54.86,89,0,4.07,clear sky
569,Port Augusta,AU,-32.5,137.7667,55.54,88,0,7.52,clear sky
570,High Rock,BS,26.6208,-78.2833,87.82,61,3,12.66,clear sky
571,Nouakchott,MR,18.0858,-15.9785,84.13,75,1,13.27,clear sky
572,Ocos,GT,14.5094,-92.1933,89.73,72,73,6.69,broken clouds
573,Oeiras Do Para,BR,-2.0031,-49.8544,90.72,44,91,7.45,overcast clouds
574,Auburn,US,47.3073,-122.2284,58.87,90,90,1.99,overcast clouds
575,Parrita,CR,9.5201,-84.3225,88.52,73,100,5.73,overcast clouds
576,Kharovsk,RU,59.9642,40.1912,39.43,88,69,3.47,broken clouds
577,Kununurra,AU,-15.7667,128.7333,71.58,78,68,2.3,broken clouds
578,Ukiah,US,39.1502,-123.2078,90.66,19,8,3.4,clear sky
579,Fare,PF,-16.7,-151.0167,78.28,73,7,10.94,clear sky
580,Ouadda,CF,8.0777,22.4007,69.04,93,100,0.72,light rain
581,Praya,CV,14.9215,-23.5087,86.54,62,20,13.8,few clouds
582,Lindi,TZ,-10.0,39.7167,71.73,83,9,4.0,clear sky
583,Praia Da Vitoria,PT,38.7333,-27.0667,75.76,88,20,6.44,few clouds
584,Pisco,PE,-13.7,-76.2167,68.05,64,40,17.27,scattered clouds
585,Ambam,CM,2.3833,11.2833,69.78,97,50,2.19,light rain
586,Pasighat,IN,28.0667,95.3333,73.53,97,100,2.73,moderate rain
587,Krasnoye,UA,49.9145,24.6134,52.95,51,0,14.41,clear sky
588,Acarau,BR,-2.8856,-40.12,84.34,66,0,21.72,clear sky
589,Magistralnyy,RU,56.1725,107.4458,31.87,91,100,2.33,overcast clouds
590,Thayetmyo,MM,19.3167,95.1833,74.44,97,97,3.29,overcast clouds
591,Dudinka,RU,69.4058,86.1778,17.83,95,99,1.21,overcast clouds
592,Muswellbrook,AU,-32.2667,150.9,52.32,76,3,3.36,clear sky
593,Mandalgovi,MN,45.7625,106.2708,33.98,53,26,2.57,scattered clouds
594,Constantine,DZ,36.365,6.6147,81.81,29,20,10.36,few clouds
595,Lodeynoye Pole,RU,60.726,33.5531,43.57,89,5,5.35,clear sky
596,Hualmay,PE,-11.0964,-77.6139,67.01,71,26,12.59,scattered clouds
597,Maragogi,BR,-9.0122,-35.2225,79.23,77,15,10.78,few clouds
598,Luchegorsk,RU,46.4764,134.2569,45.12,94,100,4.97,overcast clouds
599,Namibe,AO,-15.1961,12.1522,62.37,83,67,4.09,broken clouds
600,Sanbu,CN,33.4594,119.1453,73.51,77,95,9.04,light rain
601,Nemuro,JP,43.3236,145.575,61.18,86,83,31.29,broken clouds
602,Saint-Junien,FR,45.8833,0.9,56.34,87,100,2.73,overcast clouds
603,Otuzco,PE,-7.9,-78.5833,30.52,62,91,8.66,snow
604,Nadym,RU,65.5333,72.5167,32.5,79,100,6.87,overcast clouds
605,Baykit,RU,61.67,96.37,34.75,94,98,1.05,overcast clouds
606,Batticaloa,LK,7.7102,81.6924,80.04,82,100,4.27,overcast clouds
607,Montepuez,MZ,-13.1256,38.9997,72.81,56,21,10.83,few clouds
608,Harlingen,US,26.1906,-97.6961,92.25,78,20,8.05,few clouds
609,Cassilandia,BR,-19.1133,-51.7342,92.52,32,98,1.63,heavy intensity rain
610,Rondonopolis,BR,-16.4708,-54.6356,90.05,42,87,12.21,overcast clouds
611,Valparaiso,CL,-33.0393,-71.6273,68.23,42,0,16.11,clear sky
612,Wasilla,US,61.5814,-149.4394,35.65,93,75,3.44,broken clouds
613,Ust-Nera,RU,64.5667,143.2,22.59,92,23,2.91,few clouds
614,Mandla,IN,22.6,80.3833,72.75,94,11,1.25,few clouds
615,Nachingwea,TZ,-10.3833,38.7667,71.58,63,9,7.67,clear sky
616,Ciudad Bolivar,VE,8.1222,-63.5497,86.52,58,100,8.77,overcast clouds
617,Xuddur,SO,4.1213,43.8894,77.58,61,9,17.18,clear sky
618,Mendoza,AR,-32.8908,-68.8272,60.33,29,0,8.05,clear sky
619,Anadyr,RU,64.75,177.4833,37.9,86,40,8.01,scattered clouds
620,Cockburn Town,TC,21.4612,-71.1419,84.16,70,75,6.91,broken clouds
621,Campbell River,CA,50.0163,-125.2446,55.26,75,40,9.22,scattered clouds
622,Eidsvag,NO,62.7767,8.0668,54.25,93,100,0.47,light rain
623,Kendari,ID,-3.945,122.4989,73.6,95,100,3.4,overcast clouds
624,Pangnirtung,CA,66.1451,-65.7125,32.0,100,75,8.05,broken clouds
625,Ladario,BR,-19.0047,-57.6017,104.29,27,40,13.8,scattered clouds
626,Melita,CA,49.2681,-100.9967,76.17,19,40,9.19,scattered clouds
627,Bairnsdale,AU,-37.8333,147.6167,59.47,94,79,3.13,broken clouds
628,Kinablangan,PH,7.6947,126.5503,76.87,84,100,2.95,overcast clouds
629,Ambilobe,MG,-13.2,49.05,71.33,79,10,3.96,clear sky
630,Along,IN,28.1667,94.7667,71.22,97,100,0.43,overcast clouds
631,Butembo,CD,0.15,29.2833,57.67,91,97,2.51,overcast clouds
632,Sivas,TR,39.7916,37.0019,43.43,93,40,9.22,scattered clouds
633,Umea,SE,63.8284,20.2597,53.53,82,0,17.27,light rain
634,Karratha,AU,-20.7377,116.8463,70.23,68,0,11.14,clear sky
635,Minab,IR,27.1467,57.0801,87.3,67,100,5.82,overcast clouds
636,Saint-Georges,GD,12.0564,-61.7485,87.48,70,20,28.77,few clouds
637,Kargasok,RU,59.0556,80.8572,32.65,97,99,5.95,overcast clouds
638,Ridgecrest,US,35.6225,-117.6709,87.03,9,1,1.01,clear sky
639,Entebbe,UG,0.0644,32.4469,69.62,77,100,6.55,light rain
640,Meadow Lake,US,34.8014,-106.5436,74.48,40,54,6.46,broken clouds
641,Santa Rosalia,MX,27.3167,-112.2833,85.68,37,2,8.1,clear sky
642,Mayabon,PH,9.0961,123.1738,76.39,93,100,2.64,overcast clouds
643,Atamanovka,RU,51.93,113.63,37.83,77,100,3.4,overcast clouds
644,Tuyen Quang,VN,21.8233,105.2181,75.04,95,42,2.04,scattered clouds
645,Lusambo,CD,-4.9667,23.45,70.9,93,100,0.98,overcast clouds
646,Alexandria,EG,31.2156,29.9553,75.16,64,40,12.66,scattered clouds
647,Terney,RU,45.0503,136.6092,57.85,83,100,6.46,light rain
648,Fernandopolis,BR,-20.2839,-50.2464,92.52,31,99,8.61,overcast clouds
649,Marratxi,ES,39.6421,2.7539,73.78,73,42,8.01,scattered clouds
650,Mondeville,FR,49.175,-0.3224,58.15,93,40,5.75,scattered clouds
651,Belyy Yar,RU,53.6039,91.3903,28.29,86,34,0.0,scattered clouds
652,Ler,SS,8.3018,30.1418,73.8,87,10,2.46,clear sky
653,Kamaishi,JP,39.2667,141.8833,63.12,90,3,10.8,clear sky
654,Tarboro,US,35.8968,-77.5358,84.52,57,1,6.91,clear sky
655,Palmares Do Sul,BR,-30.2578,-50.5097,66.96,85,100,11.92,overcast clouds
656,Vibo Valentia,IT,38.6996,16.1274,67.14,78,91,5.82,overcast clouds
657,San Juan,AR,-31.5375,-68.5364,67.73,13,0,5.61,clear sky
658,Moree,AU,-29.4667,149.85,59.02,63,2,4.61,clear sky
659,Beyneu,KZ,45.3167,55.2,53.74,31,86,7.05,overcast clouds
660,Tessalit,ML,20.1986,1.0114,91.74,11,98,11.48,overcast clouds
661,Serik,TR,36.9169,31.0989,77.25,43,0,8.72,clear sky
662,Teguldet,RU,57.3064,88.1667,26.69,98,84,3.56,broken clouds
663,Beira,MZ,-19.8436,34.8389,78.89,89,75,10.36,broken clouds
664,Borogontsy,RU,62.6683,131.1683,24.91,92,11,4.34,few clouds
665,Kyren,RU,51.6828,102.1408,28.31,87,54,2.42,broken clouds
666,Gat,IL,31.61,34.7642,77.68,72,15,6.55,few clouds
667,Dharchula,IN,29.85,80.5333,66.85,90,50,2.77,scattered clouds
